"StediId","PrimaryPayerId","DisplayName","Names","Aliases","EligibilityInquiry","EligibilityInquiryEnrollmentRequired","EligibilityInquiryEnrollmentType","EligibilityInquiryEnrollmentTimeframe","ClaimStatusInquiry","ClaimStatusInquiryEnrollmentRequired","ClaimStatusInquiryEnrollmentType","ClaimStatusInquiryEnrollmentTimeframe","ProfessionalClaim","ProfessionalClaimEnrollmentRequired","ProfessionalClaimEnrollmentType","ProfessionalClaimEnrollmentTimeframe","InstitutionalClaim","InstitutionalClaimEnrollmentRequired","InstitutionalClaimEnrollmentType","InstitutionalClaimEnrollmentTimeframe","DentalClaim","DentalClaimEnrollmentRequired","DentalClaimEnrollmentType","DentalClaimEnrollmentTimeframe","ClaimPaymentAdvice","ClaimPaymentAdviceEnrollmentRequired","ClaimPaymentEnrollmentType","ClaimPaymentEnrollmentTimeframe","CoordinationOfBenefits","CoordinationOfBenefitsEnrollmentRequired","CoordinationOfBenefitsEnrollmentType","CoordinationOfBenefitsEnrollmentTimeframe","ClaimAttachmentsSupport","ClaimAttachmentsSupportEnrollmentRequired","ClaimAttachmentEnrollmentType","ClaimAttachmentEnrollmentTimeframe","EmployerIdentificationNumbers","CoverageTypes","OperatingStates","PtanRequired","ParentPayerGroupId","WebsiteUrl"
"STSYW","02001","Medicare Alaska Part A","Medicare Idaho Part A|Medicare Oregon Part A|Medicare Washington Part A|Noridian (NHS) - Alaska","02001|IMAK0|IMOR0|IMWA0","true","true","ONE_CLICK","HOURS","false","false","","","false","false","","","true","true","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"SUDMG","46485","Wisconsin Auto Truck Dealer Association (WATDA)","","46485","false","false","","","false","false","","","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","","dental","","false","",""
"SUDPQ","93235","Electrical Workers Insurance Fund Local 5800","","6666|6769|93235","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"SUDVA","TFZ08","First Plan Blue","","TFZ08","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"SUGSD","ANAMY","Anatomy","Anatomy Financial","ANAMY","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","","false","","https://www.anatomy.com"
"SULMF","UTUDD","Dentist Direct","","00227|UTUDD","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","dental","","false","",""
"SUNPL","BDIUS","Best Doctors Insurance","","BDIUS","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"SUTMX","10750","State Mutual","State Mutual Med Supplement|State Mutual-Lincoln Novation","10750|10982|Z96277","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"SUVRF","EPF02","El Paso First Health Plans Premier Plan Star Medicaid HMO","El Paso First Health Plans Premier Plan STAR Medicaid HMO","4279|EPF02","false","false","","","false","false","","","true","true","","","true","true","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","TX","false","","https://www.elpasohealth.com"
"SUYQU","NEUEH","NeueHealth","","7035|9419|NEUEH","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"SVEIS","CARMO","Carelon Health - Advanced Primary Care","Caremore","3293|5635|CARMO|CARMOMA|CM001|CRMRE|CRMRE1","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"SVGZA","TRP1E","TransAmerica Life Insurance Company","","10946|59222|7837|FZYAC|TRP1E","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","NATIONAL","false","","https://www.transamerica.com"
"SVOBF","93742","Securian Dental","","10792|93742|93743","true","false","","","false","false","","","false","false","","","false","false","","","true","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","dental","","false","",""
"SVSVW","12005","Medicare New Jersey Part A","NJ Medicare Part A (J12 - Highmark)|Novitas - New Jersey","12005|IMNJ0","true","true","ONE_CLICK","HOURS","false","false","","","false","false","","","true","true","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"SWBVB","A3220","EnableComp Motor Vehicle Accident","","A3220","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"SWCMC","66901","Banner – University Family Care- Arizona Long Term Care System (B – UFC/ALTCS)","","1290|6548|66901|BUFCR","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","medical","","false","","https://www.bannerhealth.com"
"SWIGZ","MDADV","MDwise Medicare Advantage","","MDADV|SX172","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"SWRZQ","VBBM13","AdventHealth Value Based Bundle Management, LLC","","VBBM13","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"SWSNF","A2327","Georgia Health Advantage","Georgia Health Advantage Effective January 1, 2020","31140|31140MA|5032|8879|A2327","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","GA","false","",""
"SWSNJ","J1606","ExxonMobil Corporation","","J1606","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"SWTRT","BHOVO","Carelon Behavioral Health","Beacon Health Strategies|Elevance Health|ValueOptions Commercial","00813|11058|43324|4743|5909|BHOVO|CHCBH|EJEYL|VALOP|Z1226","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","54-1414194","dental|medical","","false","","https://www.carelonbehavioralhealth.com"
"SWYLZ","49533","Chaffey Medical Group","","49533|8024|9741","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"SXFQO","72107","Blue Cross Blue Shield Louisiana Blue Advantage","Blue Advantage of Louisiana","14328|5008|53021|72107|72107MA|8853|LABADV","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"SXRHP","41194","Optum - Complex Medical Conditions (CMC)","OptumHealth Care Solutions|United Resource Networks","3824|41194|41194MA|9513|UNTDRN","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","FIVMG",""
"SXUQG","PAIOR01","Pool Administrators Oregon Professional Primary","Pool Oregon - Primary","3264|PAIOR01","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"SYHZA","58174","Paragon Benefits Inc","","58174","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","","false","",""
"SYOAO","SCMED","Medicaid South Carolina","Healthy Connections Medicaid|SCDHHS|South Carolina Department of Health and Human Services","10179|CKSC1|SCCAID|SCMCD|SCMED|SCMEDICAID|SCXIX|SKSC0","true","false","","","true","true","","","true","true","","","true","true","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"SYRWS","J1084","McDonald's McOpCo","","J1084","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"SYUDZ","45302","HealthPlus Managed Long Term Care","","1117|45302|9527","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"SZBHR","WBHCA","WelbeHealth","","7076|9477|WBHCA","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","dental|medical","","false","",""
"SZEPR","TDN02","The Dental Network of Maryland","","TDN01|TDN02","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental","","false","",""
"SZIVA","59231","MedCom","Medcom","3271|59231","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"SZXAY","100900","Blue Cross Blue Shield Pennsylvania Northeast","","100900|10264","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","vision","","false","",""
"TAIOY","CCMC1","Comprehensive Care Management","","CCMC1","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"TALKU","U1439","Chiropractic Health Plan (CHP)","","U1439","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"TAOWD","J1682","Austin Mutual Insurance","","J1682","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"TASNX","TLU91","Blue Cross Blue Shield of Ohio (FEP)","","TLU91","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental","","false","",""
"TAUOB","C1SCA","Blue Shield California Promise Health Plan","Blue Shield of California Promise Health Plan","C1SCA","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","WEEKS","false","false","","","false","false","","","","dental|medical","","false","",""
"TAZWT","OSCAR","Oscar Health","","10881|7468|9638|OSCAR|OSCARMA","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","AZ|CA|FL|GA|IL|IA|KS|MI|MO|NE|NJ|NY|NC|OH|OK|PA|TN|TX|VA","false","VNFAM",""
"TBDYB","PA901","American Health Plans of Pennsylvannia","","PA901","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"TBEZC","050","Anthem Blue Cross Blue Shield of Colorado","Anthem Blue Cross Blue Shield Colorado|Anthem Blue Cross Blue Shield Colorado Dental|Rocky Mountain Life","00050|050|10029|1415|1549|7416|84099|AD050|COBCBS|COBLS|SB550|SB550MA","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","true","false","","","","dental|medical|vision","","false","VJLBL",""
"TBIKS","UMHCJ","University of Massachusetts Medical School Health and Criminal Justice Program","","7810|8591|UMHCJ","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"TBOFH","RPAWC","Ravenswood Physician Associates","","6619|6899|RPAWC","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"TBPUS","J1908","Chesapeake Insurance","","J1908","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"TCECN","RP106","PodAmerica","","RP106","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"TCFAT","10612","Geisinger Health Plan Gold","GHP Gold","10612","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical|vision","","false","",""
"TCVUO","PCU02","Point Comfort Underwriters - Refugee Medical Assistance Program (RMA)","","7793|PCU02","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"TCYCH","28189","UCLA Health Medicare Advantage Plan","UCLA Medicare Advantage Plan","15548|28189","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","","https://www.uclahealthmedicareadvantage.org"
"TDBAF","100947","Blue Cross Blue Shield West Virginia","","100947","true","true","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
